  , loss              , out1_accuracy      , out1_loss         , out2_accuracy      , out2_loss         , val_loss          , val_out1_accuracy   , val_out1_loss     , val_out2_accuracy   , val_out2_loss
 0, 2.5271430015563965, 0.38182997703552246, 2.5939643383026123, 0.34571248292922974, 2.4832634925842285, 3.630659818649292 , 0.03312740474939346 , 3.6316070556640625, 0.0296355988830328  , 3.6298513412475586
 1, 3.1081793308258057, 0.1682082712650299 , 3.1716480255126953, 0.21957947313785553, 3.065023422241211 , 4.926691055297852 , 0.11236458271741867 , 3.593132734298706 , 0.02820306271314621 , 5.808298587799072
 2, 3.0578806400299072, 0.19746389985084534, 3.1435775756835938, 0.27037113904953003, 2.9998939037323   , 4.062278747558594 , 0.11254364997148514 , 3.5868892669677734, 0.028113529086112976, 4.3737711906433105
 3, 2.7150964736938477, 0.22931590676307678, 2.9385437965393066, 0.29719266295433044, 2.5653913021087646, 4.710540294647217 , 0.13949324190616608 , 3.566530227661133 , 0.028113529086112976, 5.465919017791748
 4, 2.4576447010040283, 0.28736352920532227, 2.718066453933716 , 0.39754733443260193, 2.283433675765991 , 4.392665863037109 , 0.05622705817222595 , 3.5175135135650635, 0.028113529086112976, 4.969995975494385
 5, 2.494391918182373 , 0.301017701625824  , 2.725583791732788 , 0.3401951789855957 , 2.3399012088775635, 4.939083099365234 , 0.0927567407488823  , 3.5480167865753174, 0.028113529086112976, 5.859145641326904
 6, 2.4801557064056396, 0.34969979524612427, 2.5662598609924316, 0.32366645336151123, 2.4221694469451904, 6.6784257888793945, 0.09589041024446487 , 3.5522170066833496, 0.028113529086112976, 8.750761032104492
 7, 2.3110368251800537, 0.3959014415740967 , 2.4350342750549316, 0.4129401743412018 , 2.227809429168701 , 7.029708385467529 , 0.09562180936336517 , 3.524458169937134 , 0.028113529086112976, 9.353888511657715
 8, 2.07072377204895  , 0.34759023785591125, 2.3685646057128906, 0.46651366353034973, 1.8715990781784058, 6.806802749633789 , 0.10385889559984207 , 3.4630861282348633, 0.028113529086112976, 9.023569107055664
 9, 1.8296997547149658, 0.43009480834007263, 2.0660207271575928, 0.508542537689209  , 1.671830654144287 , 6.2111053466796875, 0.04888530820608139 , 3.5062973499298096, 0.028113529086112976, 8.002927780151367
10, 1.7505340576171875, 0.467858225107193  , 1.926340103149414 , 0.532164990901947  , 1.6328988075256348, 7.1429243087768555, 0.03420180827379227 , 4.090846061706543 , 0.028113529086112976, 9.162510871887207
11, 1.652482032775879 , 0.5086816549301147 , 1.7904834747314453, 0.5357118248939514 , 1.559881329536438 , 6.985718727111816 , 0.031963471323251724, 5.229646682739258 , 0.028113529086112976, 8.141073226928711
12, 1.5483249425888062, 0.5529360175132751 , 1.6151883602142334, 0.5490414500236511 , 1.5032089948654175, 7.342552661895752 , 0.03267974033951759 , 6.124292373657227 , 0.028113529086112976, 8.138452529907227
13, 1.5086294412612915, 0.6028467416763306 , 1.4286640882492065, 0.534575879573822  , 1.561689853668213 , 8.130882263183594 , 0.032500673085451126, 7.272420406341553 , 0.028113529086112976, 8.685158729553223
14, 1.5161452293395996, 0.6662725806236267 , 1.254508137702942 , 0.47622689604759216, 1.690234661102295 , 8.320825576782227 , 0.03133673593401909 , 9.086607933044434 , 0.028113529086112976, 7.791883945465088
